product_id,title,vendor,tags,category
3568151789668,MPETS - Chicken and Cheese Snack,PETKU,"['Brand_MPETS', 'Category_Cats', 'cats', 'Lifestage_All lifestages', 'MPETS', 'Price_Rp 100.000 to Rp 500.000', 'Subcategory_Treats', 'treats']",Animals & Pet Supplies
3500685918231,Aquatopia Betta Care Pack,Aquatopia,[],Animals & Pet Supplies
1498430242859,Pet Pillow Replacement Dog Bed Cover to suit Coolaroo Medium Pet Bed,Gazebos Australia,[],Animals & Pet Supplies
6605215858749,Grain Free Pure Heaven Biscuits,Canidae,"['canidae', 'color-duck-chickpea', 'dog biscuits', 'dog treat', 'dog-food', 'dog-gear', 'grain free', 'pet food', 'pure heaven', 'size-11-oz-bag', 'under-25']",Animals & Pet Supplies
4309734948944,Temptations Salmon Flavour Cat Treats,Temptations,"['Baked', 'Biscuit', 'Brand_Temptations', 'cat-treats', 'Cats', 'Flavour_Salmon', 'JUNE2021', 'Pet Type_Cats', 'Salmon', 'temptations', 'Treat Type_Baked', 'Treat Type_Biscuit', 'under-25']",Animals & Pet Supplies
4881591271467,Party Pup Dog Tag,Packed Party,"['Accessories', 'Electric Dream', 'SPRING21']",Animals & Pet Supplies
5653838102678,Pets Dogs and Cats Cave Bed Parade,JOBAR,"['cat caves', 'cat caves cozy cave pet bed', 'cave dog', 'cave pet bed', 'cozy cave dog bed', 'dog cave', 'dog cave bed', 'felted cat cave', 'pet cave', 'pet cave bed', 'snoozer cozy cave']",Animals & Pet Supplies
6641865785421,Cat Laser Toys,8Blue,"['Automatic Cat Laser Toy', 'Cat Laser Toy', 'Haley', 'Interactive Laser Cat Toy', '打广告']",Animals & Pet Supplies
4522380886065,Designer Waterproof Reversible Dog Jacket,Zach's Pet Shop,[],Animals & Pet Supplies
6155091443892,Roofle® Maple Flavor,Redbarn,"['Age_(0-12 months) Puppy/Kitten', 'Age_(1-2 years) Adolescent', 'Age_(3-8 years) Adult', 'Age_(8+ years) Senior', 'Chew Type_Light Chewer', 'Chew Type_Moderate Chewer', 'Chew Type_Power Chewer', 'Chews', 'Chews_Specialty', 'Dog', 'Dog Treats', 'Dog Treats: Chews', 'Dog Treats: Specialty', 'Focus_Boredom Busting', 'Focus_Dental Hygiene', 'FromWordpress', 'Maple', 'NetWeight-1.8oz (51 grams)', 'Size_(10 lbs or less) X-Small', 'Size_(11-25 lbs) Small', 'Size_(26-40 lbs) Medium', 'Size_(41-70 lbs) Large', 'Size_(71 lbs or more) X-Large', 'stockist-8870', 'Treats']",Animals & Pet Supplies
1627075313773,"Personalized Reflective Dog Collar with Quick Release Buckle, Embroidered",GoTags,"['Character Setting: Embroidered', 'Collar', 'collar - 25 char', 'Display Setting: Uppercase', 'Dog', 'Dog Collars', 'Personalized Dog Collars', 'Popular', 'Reflective Dog Collars', 'Type of Collar_Nylon', 'Type of Collar_Personalized', 'Type of Collar_Quick Release Snap', 'Type of Collar_Reflective']",Animals & Pet Supplies
6989438058666,Section - Ceramics Pelco Hideout & Breeding,FLUXAQUA,"['Decorations', 'Normal']",Animals & Pet Supplies
4580081860719,Pawesome Treat Snowflakes,Pawesome Treat,"['Christmas', 'christmas2020', 'dog-treats', 'pawesome-treat', 'under-10']",Animals & Pet Supplies
6539139678317,Supreme Bull Stick,Open Range,"['BRAND_Open Range', 'FLAVOR_Beef', 'MADE IN_Canada', 'PRICE_$10.00 - $19.99', 'TYPE_Chew']",Animals & Pet Supplies
4834884223062,Tytherton Tweed Boxy Dog Bed,Mutts and Hounds,[],Animals & Pet Supplies
10473963529,Just Fish Cod Skin Dognip Dog Treats,Just Fish,"['Brand_Just Fish', 'Breed Size_All Sizes', 'Category_Dogs', 'Food Type_Treats', 'Life Stage_All Stages', 'Protein_Fish', 'Special Diet_By Product Free', 'Special Diet_Gluten Free', 'Special Diet_Grain Free', 'Special Diet_Limited Ingredient']",Animals & Pet Supplies
6659092250823,Bocce's Bakery Dailies Menu Soft & Chewy Treats,Bocce's Bakery,['Dog Treats'],Animals & Pet Supplies
3568177709156,MPETS - Wave Ball Cat Toy,PETKU,"['Brand_MPETS', 'Category_Cats', 'cats', 'Lifestage_All lifestages', 'MPETS', 'Price_Rp 0 to Rp 100.000', 'Subcategory_Toys', 'Toys']",Animals & Pet Supplies
4459830018128,Mighty Rex Monkey Dog Toy,Mighty Rex,"['25-50', 'Black', 'Brand_Mighty Rex', 'Colour_Black', 'Comfort', 'dog-toys', 'Dogs', 'JUNE2021', 'Material_Plush', 'Mighty Rex', 'Pet Type_Dogs', 'Plush', 'Puppy', 'Tough', 'Toy Type_Comfort', 'Toy Type_Puppy', 'Toy Type_Tough']",Animals & Pet Supplies
2589472260160,Skamper Ramp,Gamma2 .,['Dogs'],Animals & Pet Supplies
7168184189078,"Goofy Tails Grooming Hand Brush for Dog,Small (Color May Vary)",Goofy Tails,"['Adult (1 - 7 years)', 'Goofy Tails', 'Puppy ( 0 - 3 months)', 'Puppy ( 3-12 months)', 'Senior (7+ Years)', 'Shedding Control', 'woo_import_4']",Animals & Pet Supplies
59778531355,Rain Paw Waterproof All-Season Dog Coat - Navy Blue,Gold Paw,"['Blue', 'Dog Coat', 'Waterproof']",Animals & Pet Supplies
4726775578671,Aquatopia Half Boat with Horse Head,Aquatopia,[],Animals & Pet Supplies
4351254397039,Grain Free Cat Food - Freshly Prepared Turkey,MyPetSays,"['Cat', 'Cat Food', 'Flavour_Turkey', 'Grain Free', 'Lifestage_Adult', 'Pet_Cat', 'Range_Grain Free']",Animals & Pet Supplies
1419665637475,Squeakie Buddie - Bear,Zippy Paws,"['No-Stuffing', 'Plush', 'Squeakers']",Animals & Pet Supplies
1419630018659,Squeakie Buddie - Owl,Zippy Paws,"['Medium', 'No-Stuffing', 'Plush', 'Small', 'Squeakers']",Animals & Pet Supplies
2589294035008,Matrixcarbon,Seachem Laboratories,['Fish'],Animals & Pet Supplies
4850303402093,Miniz Popcorns,ZippyPaws,"['BRAND_ZippyPaws', 'PET_Dogs', 'PRICE_$10.00 - $19.99', 'TYPE_Plush Toys']",Animals & Pet Supplies
4580084809839,Pawesome Treat Festive Meaty Strips,Pawesome Treat,"['10-25', 'Christmas', 'christmas2020', 'dog-treats', 'pawesome-treat']",Animals & Pet Supplies
7583419564264,Dogphora Anti-Itch Oatmeal and Aloe with Pleasant Aroma Shampoo,Dogphora,['PetSupplies'],Animals & Pet Supplies
2589380149312,Giraffe Knottie Plush Corduroy,Hugglehounds,['Dogs'],Animals & Pet Supplies
7583325192424,"Fresh 'n Clean Medi-Clean Medicated Shampoo For Dandruff, Dermatitis and Dry Skin",Fresh 'n Clean,['PetSupplies'],Animals & Pet Supplies
6354706180,Repashy Soilent Green,Repashy,"['African Cichlid Food', 'Angelfish Food', 'brand_repashy', 'fish-food', 'fish-species_african-cichlid', 'fish-species_goldfish', 'Goldfish', 'Goldfish Food', 'meta-related-article-goldfish-food', 'meta-related-article-how-often-to-feed-fish', 'meta-related-article-repashy-gel-fish-food', 'Pleco Food', 'Repashy', 'Sinking Food', 'type_gel-food', 'type_sinking-food']",Animals & Pet Supplies
4916749074541,Braided Bone Orange,Tall Tails,"['BRAND_Tall Tails', 'PET_Dogs', 'PRICE_$20.00 - $29.99', 'TYPE_Interactive Toys']",Animals & Pet Supplies
7006208491690,Airline Anti-Backflow Check Valve,FLUXAQUA,"['Filtration', 'Normal']",Animals & Pet Supplies
6580235239533,Hamster/Gerbil,Oxbow,"['BRAND_Oxbow', 'PRICE_$10.00 - $19.99', 'PRICE_$50.00 - $59.99', 'TYPE_Gerbil', 'TYPE_Hamster']",Animals & Pet Supplies
4523703369818,Poochles Classic Puppy Combo,Poochles,"['Blue', 'Chew Control', 'Combo Product', 'Green', 'Imported', 'Indian', 'Leash And Collar Combo', 'Less than 1000', 'Less than 2000', 'Less than 500', 'Pink', 'Poochles', 'Puppy', 'Puppy Essentials Kit', 'Puppy Toys', 'Red', 'Rope Toys', 'Teething', 'Toy Combo', 'Treat Combo', 'Yellow']",Animals & Pet Supplies
4594003607586,Catnip Botanicals Lemongrass Blend For Cats,KONG,"['Adult Cats', 'Cat', 'Cat Treats', 'Catnip & Cat Grass', 'Kittens', 'Senior Cats']",Animals & Pet Supplies
331762368523,Japanese Urashima Taro Costume,Always Whiskered,['new-arrivals'],Animals & Pet Supplies
6542444462189,Cheese Bites w Garlic,Answers Pet Food,"['BRAND_Answers Pet Food', 'FLAVOR_Cheese', 'PET_Dogs', 'PRICE_$10.00 - $19.99', 'TYPE_Raw Treat']",Animals & Pet Supplies
6119119192236,P.L.A.Y Barking Brunch Chicken And Woofles Plush Toy for Dogs,P.L.A.Y (Ginger and Bear),"['all-life-stages', 'brown', 'crinkle', 'day-5-of-christmas-flash', 'dog-plush', 'dog-plush-toys', 'dog-toys', 'eat-superfood-fix', 'fleece', 'machine-friendly', 'moderate-use', 'p-l-a-y', 'perrobox-link', 'play-heka', 'plush', 'puppia-play-sets', 'squeaky', 'toys', 'under-25', 'washable']",Animals & Pet Supplies
2041185370171,Cat Pyramid Bed With Ball And Scratcher,Pet Cave Co,['Cat Beds'],Animals & Pet Supplies
2214364217403,Pheasant Launcher Only,Net2Malls Dropship,['Remote Launchers'],Animals & Pet Supplies
4850321981549,Firehose Crayon Red,ZippyPaws,"['BRAND_ZippyPaws', 'PET_Dogs', 'PRICE_$10.00 - $19.99', 'TYPE_Plush Toys']",Animals & Pet Supplies
2589050896448,Treat Rod Refill For Treat Crunching Toys,Starmark Pet,['Dogs'],Animals & Pet Supplies
4704582729812,Fringe Studio Sombrero Sloth On A Rope Dog Squeaky Plush Toy,Fringe Studio (Ginger and Bear),"['25-50', 'all', 'all-life-stages', 'dog', 'dog-plush', 'dog-plush-toys', 'dog-toys', 'easy-to-clean', 'fringe-studio', 'moderate-use', 'plush', 'polyester', 'squeaky', 'toys']",Animals & Pet Supplies
4752509599843,Kitty Jungle Gym,Kazoo Pet Co,"['cat bed', 'Cat furniture', 'cat gymnasium', 'cat play gym', 'cat playground', 'cat tree', 'pet playground', 'scratch pole', 'scratch post']",Animals & Pet Supplies
6674903466155,Dexas Pets Collapsible Travel Cup,No,"['$10 Tuesday Travel', '05062021-CH-Pets', 'Amazon USA', 'Animal Accessories', 'bowls', 'travel']",Animals & Pet Supplies
6544392552584,Dog Gate Pet Baby Safety Guard,Global Phoenix,"['Price_$10 to $25', 'refund_fee:800']",Animals & Pet Supplies
10085450953,"Wellness Petite Soft Mini Bites Lamb, Apples & Cinnamon Dog Treats",Wellness,"['Brand_Wellness', 'Breed Size_Small', 'Category_Dogs', 'Food Type_Treats', 'Life Stage_All Stages', 'Protein_Lamb', 'Special Diet_Grain Free']",Animals & Pet Supplies
2273039679542,Beco STRONG Starfish Rough & Tough Dog Toy,Beco,"['Soft', 'Tough', 'Toys']",Animals & Pet Supplies
1690940801081,Kong Tropics Catnip Fish Teaser Cat Toy,Kong,"['Collections_Toys', 'Distributor_PFX', 'Species_Cat', 'Sub-Collection_Catnip Toys', 'Sub-Collection_Teaser Toys']",Animals & Pet Supplies
6657102643337,Rubber Balloon Dog Toy,Pet Clever,"['Dog Toys', 'Dogs', 'rr_track_dogproducts', 'rr_track_dogtoys', 'Toys']",Animals & Pet Supplies
6567867973741,Peanut & Carob,Twistix,"['BRAND_Twistix', 'LIFE STAGE_All Life Stages', 'PET_Dogs', 'PRICE_$0.00 - $9.99', 'SPECIAL FORMULAS_Dental', 'TYPE_Crunchies']",Animals & Pet Supplies
4504026185837,Venison & Okanagan Apple,Kettle Craft,"['BRAND_Kettle Craft', 'FLAVOR_Pork Liver', 'FLAVOR_Venison', 'PET_Dogs', 'PRICE_$0.00 - $9.99', 'PRICE_$10.00 - $19.99', 'TYPE_Soft']",Animals & Pet Supplies
4667642445927,Prevue Pet Kitty Power Paws Hollywood Chair,Prevue Pet Products,"['Cat Furniture', 'Hollywood Chair', 'Kitty', 'Power Paws', 'Prevue Pet Products']",Animals & Pet Supplies
4298046210185,Smart Electric Cat Teasing Toy,Pet Clever,"['Cat Toys', 'Cats', 'rr_track_catproducts', 'rr_track_cattoys']",Animals & Pet Supplies
3350427730020,Blackdog Chicken Necks,doggiebox,"['Chicken', 'Dog', 'Poultry']",Animals & Pet Supplies
10411157065,The Barkery Dehydrated Probiotic Duck Feet Dog Treats,The Barkery,"['Brand_The Barkery', 'Breed Size_All Sizes', 'Category_Dogs', 'Food Type_Treats', 'Life Stage_All Stages', 'Protein_Duck', 'Special Diet_By Product Free', 'Special Diet_Gluten Free', 'Special Diet_Grain Free']",Animals & Pet Supplies
6469499682967,Chubleez Sonny Monkey Dog Toy,Rosewood,"['colour-multi-coloured', 'Dog-toys', 'dogs', 'gifts', 'new-arrivals', 'play', 'puppy-toys', 'rosewood', 'senior-toys', 'soft-toys', 'toys']",Animals & Pet Supplies
4551399309367,Oster Cryogen-X Pet Clipper Blades,Oster,"['Shipped.io', 'trimmer supplies']",Animals & Pet Supplies
3688295235664,Grumpy Cat Feather Tail Toy,Envon,"['kellyville-pets', 'under-25']",Animals & Pet Supplies
7004956491946,Black Isolation Box With Hooks,FLUXAQUA,"['Accessories', 'Normal']",Animals & Pet Supplies
8547064786,Burns Mini Chicken & Rice Puppy,Burns,"['10-25', '25-50', 'burns', 'Coat', 'cyril', 'dog-food', 'Food Delivery', 'JANSALE18', 'Junior', 'Mini', 'Miniture', 'Natural', 'nonsale19', 'Puppy', 'puppy-food', 'size-2kg', 'size-6kg', 'Skin', 'Small', 'Small Breed', 'small-breed-food']",Animals & Pet Supplies
4168473313415,Hikari Floating Food Sticks,Hikari,"['All Aquatic Products', 'Cichlid Pellets', 'Color Enhacing Food', 'Dry FW Foods', 'Floating Pellet', 'Hikari Dry Foods', 'Large Fish']",Animals & Pet Supplies
6027386159266,Valentine Puppycake Treats,Paws Gourmet,['gs'],Animals & Pet Supplies
46022197253,Multi-functional Cat Climbing Frame Board Scratching Cattery Mat Toy,Pet Clever,"['Cat Toys', 'Cats', 'meta-related-collection-cats', 'rr_track_catproducts', 'rr_track_cattoys']",Animals & Pet Supplies
6595868885065,Ld Dogtoy Everplay Supa'Tug,Pets Home,"['Brand_Pet Arabia', 'Category_Pets Home', 'Type_Pets Home']",Animals & Pet Supplies
4771932831875,Playtime Palace Cat Furniture,Ware,"['20.000', '20wx20dx51h', '51.000', 'Cats', 'Furniture', 'Kitty Kouture']",Animals & Pet Supplies
4681636708442,EE Toys Chicken Piece Dog Chew Toy,Euro Pet,"['Adult', 'Brown', 'Chennai', 'Chew Control', 'Chew Toys', 'Covid19', 'EE Toys', 'Imported', 'Less than 1000', 'Less than 2000', 'Less than 500', 'Nylon  Toys', 'Puppy', 'Teething']",Animals & Pet Supplies
5769984770204,RC Funny Wireless Electronic Remote Control Mouse Mice Rat Pet Toy For Cats Toys,eBay,"['best remote control mice toy', 'controlled mouse cat toy', 'eBay Top Products', 'realistic remote control mouse', 'remote control cat toy', 'remote control rat']",Animals & Pet Supplies
6612944584891,Couch Cover for Dogs and Kids,FetchWorth,"['dog accessories', 'sofa cover']",Animals & Pet Supplies
4612944855107,Zogoflex Echo Rumbl,West Paw Design,"['Eco-Friendly Dog Toys', 'Floating Dog Toys', 'Interactive Dog Toys', 'Tough Dog Toys']",Animals & Pet Supplies
9013828549,Cat Developmental Toy Hide-and-seek Mouse Tunnel Toy,Pet Clever,"['Cat Toys', 'Cats', 'meta-related-collection-cats', 'rr_track_catproducts', 'rr_track_cattoys']",Animals & Pet Supplies
248922013706,Ecru Linen Dog Bed,The Linen Works,"['cat:cushions & throws', 'natural', 'personalise', 'sam test']",Animals & Pet Supplies
9163072193,Padlock Pet ID Tag,Hamish McBeth,['Pet ID Tags'],Animals & Pet Supplies
4494591787042,Mutant Animal Seapork Dog Toy,Zee.Dog,"['Adult Dogs', 'Dog', 'Dog Toys', 'Puppies', 'Senior Dogs', 'Toy', 'Toys']",Animals & Pet Supplies
4625210507326,GG Laser Mouse Cat Toy,Good Girl,[],Animals & Pet Supplies
7156382236825,The Jolly Flyer Frisbee Disc,Jolly Pets,"['Disc', 'Endurance', 'Fetch', 'Jolly Pets', 'Toy']",Animals & Pet Supplies
6643376193597,Tree Frog RopeTugz Dog Toy,Pawsitive Vibes,"['animal', 'birthday gift', 'christmas gift', 'cute stuff for dogs', 'cute toys', 'dog', 'dog gifts', 'dog toy', 'dog toys', 'Doggie Toys', 'doggy toy', 'doy toys', 'fun toy', 'rope toy for dog', 'ropetugz', 'toy', 'toys', 'toys for dogs']",Animals & Pet Supplies
4916653883501,Rabbit Squeaker,Tall Tails,"['BRAND_Tall Tails', 'PET_Dogs', 'PRICE_$20.00 - $29.99', 'TYPE_Plush Toys']",Animals & Pet Supplies
4528305504307,Pawz Pet Cat Tree Scratching Post Scratcher Trees Pole Gym Condo Home Furniture,Unbranded,"['AU', 'dogscats', 'NewArrivals', 'petsupplies', 'SELL38', 'toystreats']",Animals & Pet Supplies
7725513221,Collapsible Brown S-Shaped Cat Tunnel Play Toy,Pet Clever,"['Best Sellers', 'Cat Toys', 'Cats', 'meta-related-collection-cats', 'rr_track_catproducts', 'rr_track_cattoys']",Animals & Pet Supplies
5961001074854,Nerf Dog Pro Grip Squeak Football,Nerf,"['All Dog Products', 'All Dog Toys', 'Fetch Toys', 'Interactive Toys', 'Squeak Toys', 'Water Dogs']",Animals & Pet Supplies
6727974486121,Dr. Harvey's Sweet Potato'r Chews,Dr. Harvey's,['Treats & Chews'],Animals & Pet Supplies
4382699978796,Dehydrated Beef Formula Dog Food (Verve),The Honest Kitchen,['New'],Animals & Pet Supplies
7328085770494,Crab Dog Toy Molar Stick Chew-Resistant Toothbrush,PinCrowdNiche,"['cj', 'ds', 'fc', 's']",Animals & Pet Supplies
5522622677149,SmartyKat Tassel and Ball Thwapper Teaser Cat Toy,Smartykat,"['Adult', 'Cat Toys', 'Catnip Toys', 'flitz', 'Green', 'Less than 1000', 'Less than 2000', 'Less than 500', 'Marketing', 'Smartykat']",Animals & Pet Supplies
6791865729058,Bingo Cat Teasing Toy Replacement,PETKIT,"['Adult Cats', 'Cat', 'Kittens', 'Senior Cats', 'Toys']",Animals & Pet Supplies
6704100573368,Soon To Be A Big Brother - Dog Bandana,SPOD,"['Accessories', 'Bandanas', 'Daisy/Tinh/DS', 'Dog', 'Dog Bandana', 'fathers day', 'non-custom', 'Pet Bandana', 'recommendation disable', 'Rosie/Hong/PR', 'Sarah/Suong/PS', 'SPOD', 'thank-you-page']",Animals & Pet Supplies
7326415356155,Premium Boxer Dog Reflective Harness,Ploocy,"['boxer', 'harness', 'reflective']",Animals & Pet Supplies
441700024349,The Emperor Foldable Cat House,Sneaky Whiskers,[],Animals & Pet Supplies
5684358054054,Ornament Coral Australian Branch - Green,Blue Fish Aquarium,"['All Aquatic Products', 'Aquarium Ornaments', 'Artificial Corals']",Animals & Pet Supplies
6894006108271,Cat Hat Costume Bundle,Meowingtons,"['accessories', 'cat', 'cat costume', 'cat hat', 'cat hat costume', 'Cat toy', 'cats', 'christmas cat costume', 'christmas costume', 'Costume', 'Costumes', 'cottagecore', 'cute cat toy', 'cute halloween', 'frog', 'frog hat', 'frog hat for cats', 'halloween', 'halloween cat', 'halloween cat toy', 'halloween cats', 'halloween costume', 'handmade', 'hat for cat', 'made in usa', 'toad hat', 'usa']",Animals & Pet Supplies
4608994705489,JBJ Protein Skimmer,JBJ,['Regular Price'],Animals & Pet Supplies
4708409671768,Beach Balls Dog Collar,Threaded Pear,['animal:dog'],Animals & Pet Supplies
1421735723107,Squeakie Pad - Pig,Zippy Paws,"['Medium', 'No-Stuffing', 'Plush', 'Small', 'Squeakers']",Animals & Pet Supplies
559869689907,Martingale Cinch Collar,Mighty Paw,"['Collars', 'freemartingale_onlyshipping', 'Training']",Animals & Pet Supplies
6562370814055,Canada Birch Dove Grey Dog Bed - In Store Only,Canada Pooch,"['Canada Pooch', 'In Store Only Bed']",Animals & Pet Supplies
4913591058541,Loomy Green Monster,Bud'z,"[""BRAND_Bud'z"", 'PET_Dogs', 'PRICE_$10.00 - $19.99', 'TYPE_Plush Toys']",Animals & Pet Supplies
4506590347375,Pawesome Treat LETS PAWTY!,Pawesome Treat,"['10-25', 'dog-treats', 'pawesome-treat']",Animals & Pet Supplies
6616151883825,Biteables Digestive Health PLUS Functional Cat Soft Treats,Get Naked,"['cat', 'corn free', 'digestive health', 'functional', 'get naked', 'grain free', 'gut health', 'low calorie', 'soft', 'soy free', 'wheat free']",Animals & Pet Supplies
5086339716,Bowsers Thyme Microvelvet Double Donut Dog Bed,Bowsers,"['Bowsers Beds', 'Donut Dog Beds', 'Gray', 'L', 'Large Dog Beds', 'M', 'Round', 'S', 'Small Dog Beds', 'Under $200', 'Under $250', 'Under $500', 'XL']",Animals & Pet Supplies
6546920013922,Blue Seal EnTrust Senior Chicken Meal & Barley Recipe,BLUE SEAL FEEDS,"['Brand_Blue Seal', 'Category_Dog Food', 'Dog', 'Flavor_Chicken', 'Food Type_Dry Dog Food', 'Life Stage_Senior']",Animals & Pet Supplies
6052404822204,MultiPet Furry Mice,MultiPet,"['Cat', 'hand-selected', 'Multipet', 'Online', 'Phillips', 'show-tag-hand-selected', 'show-tag-occupy', 'Up to $25 Value', 'Up tp $25 Value']",Animals & Pet Supplies
3775926239296,Kittos Cat Sunfish & Chicken Twirls,Kittos,"['Cat Treats', 'Chicken', 'Fish', 'Less than 1000', 'Less than 2000', 'Less than 250', 'Less than 500']",Animals & Pet Supplies
2126172487737,Ken's Ultra Spirulina Garlic & Paprika Flake,Ken's,"['kens ultra', 'spirulina garlic paprika flake']",Animals & Pet Supplies
1421731528803,Squeakie Emojiz™ - Cool Dude,Zippy Paws,"['Plush', 'Sale', 'Squeakers', 'Stuffing']",Animals & Pet Supplies
5594895745176,Chicken Chewsticks - Yellow,Petstreet Online,"['Chewables', 'Other']",Animals & Pet Supplies
6932862173368,Bone Shape Silent Silicone Dog Tags,GoTags,"['_options: COL', 'Character Setting: Engraved', 'Dog', 'Material_Silicone', 'Pet Tags', 'Popular', 'Silent Pet Tags', 'Silicone Pet Tags', 'Tag', 'Tag Shape_Bone', 'Type of Tag_Colorful', 'Type of Tag_Silent']",Animals & Pet Supplies
7088075440294,Pink Camo No-Stink Waterproof Collar,Wilderpup,"['camo', 'FAIRE', 'Wilderpup']",Animals & Pet Supplies
6629024694355,Redline Science Straight Hemostats,Pangea,[],Animals & Pet Supplies
4743736524877,Pets Check iced cool mat Cushion Pet Supplies Summer New,CALD,[],Animals & Pet Supplies
9947669448,Repashy Super Green,Repashy,"['brand_repashy', 'fish-food', 'meta-related-article-repashy-gel-fish-food', 'Repashy', 'type_gel-food']",Animals & Pet Supplies
2216717680743,Treatworx Cod Bites,Treatworx,['Treatworx'],Animals & Pet Supplies
4796838215714,Zee.Cat Finger Puppets,Zee.Dog,"['Adult Cats', 'Cat', 'Cat Toy', 'Kittens', 'Senior Cats', 'Toys']",Animals & Pet Supplies
4849626480749,Wibbleez Short,Spunky Pup,"['BRAND_Spunky Pup', 'PET_Dogs', 'PRICE_$10.00 - $19.99', 'TYPE_Interactive Toys']",Animals & Pet Supplies
4827225751586,Hide N Seek - Strawberry Pawky Sticks Dog Toy,Hey Cuzzies,"['Adult Dogs', 'Dog', 'Dog Toys', 'Puppies', 'Senior Dogs', 'Toys']",Animals & Pet Supplies
4391654817826,Mouth Spray Dog Breath Clear,Kenko,"['Adult Dogs', 'Dog', 'Grooming', 'Puppies', 'Senior Dogs']",Animals & Pet Supplies
4773320556728,Get Outside Hiking Boot - Refillable Dogginip® Toy by SmarterPaw™,Doggijuana,"['Get Outside', 'Large', 'Medium', 'Small']",Animals & Pet Supplies
6567355187296,Rascals Treat's - Top Dog,Hillview Farms,['Dog Treats'],Animals & Pet Supplies
6539154129005,Wrapped Backstrap,Open Range,"['BRAND_Open Range', 'FLAVOR_Beef', 'MADE IN_Canada', 'PRICE_$0.00 - $9.99', 'PRICE_$10.00 - $19.99', 'TYPE_Chew']",Animals & Pet Supplies
6702364131374,Whiteout Oreo Zulu African Fat Tail Gecko,TikisGeckos,"['african fat tail', 'african fat tail gecko']",Animals & Pet Supplies
1345620639797,Living World Stoplight With Balls,Living World,"['Animal-Birds', 'Department-Toys', 'ProductType-Bird Toys']",Animals & Pet Supplies
5244564045960,Portable Foldable Pet Playpen For Dogs Cats Other Pets,Global Phoenix,"['Color_Blue', 'Color_Brown', 'Color_Pink', 'Price_$25 to $50', 'refund_fee:1200']",Animals & Pet Supplies
855599480947,Disposable Diapers,Pet Edge,['gs'],Animals & Pet Supplies
6605087801417,Dog Is Good Inspired Rubber Ball,Pet Arabia,"['Brand_Pet Arabia', 'Category_Toys', 'Type_Pet Supplies']",Animals & Pet Supplies
4750447968359,Plush Fruit Pet Toy,The Pet Hut,"['Christmas Gifts for Pets', 'Dog Toy', 'New', 'Pet', 'Pet Care', 'Plush Dog Toy', 'Plush Dog Toys', 'Soft Dog Toy', 'Soft Dog Toys']",Animals & Pet Supplies
6590895718498,Weruva Seafood & Eat It! Variety Pack Cat Food Cans,Weruva,"['Brand_Weruva', 'Cat', 'Category_Cat Food', 'Flavor_Fish', 'Food Type_Wet Cat Food', 'Life Stage_All']",Animals & Pet Supplies
